index, elapse_time, susp_fl, susp_fr, susp_rl, susp_rr, acc_x, acc_y, acc_z, rot_x, rot_y, rot_z
1218, 51228, 34.48900, 42.15322, 52.16781, 26.92697, -0.76375, 2.71742, 9.43555, 0.00573, 0.08500, 0.03091
1219, 51272, 34.48900, 42.15322, 52.16781, 26.92697, -0.94092, 2.66475, 9.51456, 0.03877, 0.05263, 0.03531
1220, 51313, 34.48900, 42.15322, 52.16781, 26.92697, -0.73622, 2.62883, 9.58399, -0.03890, 0.09446, 0.02758
1221, 51354, 34.48900, 42.15322, 52.16781, 26.92697, -0.85593, 2.48758, 9.25359, 0.00426, 0.07448, 0.03198
1222, 51395, 34.48900, 42.15322, 52.16781, 26.92697, -0.80924, 2.71862, 9.65821, 0.00107, 0.08740, 0.03331
1223, 51436, 34.48900, 42.15322, 52.11671, 26.92697, -0.74220, 2.70904, 9.67138, 0.00586, 0.08234, 0.03371
1224, 51490, 34.48900, 42.15322, 52.16781, 26.92697, -0.73861, 2.72460, 9.58998, -0.00533, 0.08953, 0.03011
1225, 51531, 34.48900, 42.15322, 52.16781, 26.92697, -0.72425, 2.66594, 9.48104, -0.00253, 0.08633, 0.03224
1226, 51572, 34.48900, 42.15322, 52.11671, 26.92697, -0.67995, 2.75573, 9.58998, 0.00306, 0.08220, 0.03384
1227, 51613, 34.48900, 42.15322, 52.16781, 26.92697, -0.86072, 2.80840, 9.79827, -0.01146, 0.09353, 0.02878
1228, 51654, 34.48900, 42.15322, 52.16781, 26.92697, -0.80924, 2.76530, 9.49301, 0.00453, 0.08327, 0.03264
1229, 51698, 34.48900, 42.15322, 52.16781, 26.92697, -0.76375, 2.85030, 9.63307, 0.00866, 0.07834, 0.03717
1230, 51739, 34.48900, 42.15322, 52.16781, 26.92697, -0.60454, 2.73418, 9.41999, -0.00027, 0.08354, 0.03064
1231, 51780, 34.48900, 42.15322, 52.11671, 26.92697, -0.89304, 2.87185, 9.74201, 0.00879, 0.07847, 0.03198
1232, 51821, 34.48900, 42.15322, 52.16781, 26.92697, -0.72425, 2.65876, 9.61392, 0.00640, 0.08354, 0.03331
1233, 51862, 34.48900, 42.15322, 52.16781, 26.92697, -0.75896, 2.56898, 9.63307, 0.00360, 0.08167, 0.03277
1234, 51907, 34.48900, 42.15322, 52.11671, 26.92697, -0.86072, 2.58813, 9.63427, 0.00653, 0.07834, 0.03304
1235, 51948, 34.48900, 42.15322, 52.11671, 26.92697, -0.73622, 2.65278, 9.66420, 0.00759, 0.08140, 0.03544
1236, 51989, 34.43791, 42.15322, 52.16781, 26.92697, -0.74819, 2.47082, 9.56843, 0.00640, 0.08060, 0.03317
1237, 52030, 34.43791, 42.10213, 52.16781, 26.92697, -0.86072, 2.19429, 9.76834, 0.00360, 0.08380, 0.03357
1238, 52075, 34.43791, 42.10213, 52.16781, 26.92697, -0.79368, 2.47201, 10.03889, 0.01652, 0.07608, 0.03824
1239, 52116, 34.43791, 42.10213, 52.16781, 26.92697, -0.73502, 2.62524, 9.47864, 0.01132, 0.07794, 0.03611
1240, 52157, 34.48900, 42.15322, 52.16781, 26.92697, -0.76136, 2.63721, 9.39245, 0.01026, 0.07954, 0.03597
1241, 52198, 34.48900, 42.15322, 52.16781, 26.92697, -0.75058, 2.53785, 9.30267, -0.00160, 0.08887, 0.03184
1242, 52239, 34.48900, 42.10213, 52.16781, 26.92697, -0.81642, 2.64559, 9.55526, -0.00013, 0.08567, 0.03277
1243, 52284, 34.43791, 42.10213, 52.16781, 26.92697, -0.81762, 2.98437, 10.12747, 0.00759, 0.07781, 0.03717
1244, 52325, 34.43791, 42.10213, 52.16781, 26.92697, -0.75417, 2.92452, 9.70250, 0.01532, 0.07541, 0.03424
1245, 52366, 34.48900, 42.10213, 52.16781, 26.92697, -0.76136, 2.82037, 9.11832, 0.00733, 0.07927, 0.03371
1246, 52407, 34.54010, 42.10213, 52.16781, 26.92697, -0.65841, 2.85389, 9.42238, -0.00040, 0.08620, 0.03171
1247, 52448, 34.48900, 42.10213, 52.16781, 26.92697, -0.73382, 2.79044, 9.63427, -0.00933, 0.08966, 0.02878
1248, 52493, 34.48900, 42.10213, 52.16781, 26.92697, -0.79727, 2.65517, 9.69412, 0.00293, 0.08367, 0.03517
1249, 52534, 34.48900, 42.10213, 52.16781, 26.92697, -0.73143, 2.72819, 9.60554, 0.00853, 0.07741, 0.03597
1250, 52575, 34.48900, 42.10213, 52.11671, 26.92697, -0.82361, 2.77967, 9.63068, 0.01013, 0.07541, 0.03251
1251, 52616, 34.48900, 42.10213, 52.16781, 26.92697, -0.72185, 2.74495, 9.53251, 0.00546, 0.07954, 0.03424
1252, 52657, 34.48900, 42.10213, 52.16781, 26.92697, -0.71228, 2.64799, 9.56484, 0.01039, 0.07954, 0.03411
1253, 52702, 34.48900, 42.10213, 52.11671, 26.92697, -0.76255, 2.56419, 9.59357, 0.00839, 0.07834, 0.03304
1254, 52743, 34.48900, 42.10213, 52.16781, 26.92697, -0.75298, 2.58813, 9.77074, 0.00719, 0.08100, 0.03464
1255, 52784, 34.48900, 42.10213, 52.16781, 26.92697, -0.78530, 2.66235, 9.66420, 0.00879, 0.08087, 0.03437
1256, 52825, 34.48900, 42.10213, 52.16781, 26.92697, -0.81403, 2.66235, 9.63666, 0.00919, 0.07954, 0.03384
1257, 52869, 34.48900, 42.10213, 52.16781, 26.92697, -0.77931, 2.71981, 9.57202, 0.00866, 0.07807, 0.03331
1258, 52910, 34.48900, 42.10213, 52.16781, 26.92697, -0.79009, 2.65637, 9.53491, 0.00586, 0.08034, 0.03437
1259, 52951, 34.48900, 42.10213, 52.16781, 26.92697, -0.71946, 2.67552, 9.54209, 0.00453, 0.08114, 0.03238
1260, 52992, 34.48900, 42.10213, 52.16781, 26.92697, -0.75178, 2.63841, 9.58399, 0.00280, 0.08287, 0.03158
1261, 53033, 34.48900, 42.05104, 52.16781, 26.92697, -0.76734, 2.69827, 9.63307, 0.00133, 0.08713, 0.03158
1262, 53087, 34.43791, 41.99994, 52.16781, 26.92697, -0.80924, 2.74495, 9.66300, 0.00440, 0.08434, 0.03317
1263, 53126, 34.43791, 41.99994, 52.16781, 26.92697, -0.85114, 2.78206, 9.71926, 0.00666, 0.07874, 0.03384
1264, 53166, 34.43791, 41.99994, 52.16781, 26.92697, -0.68714, 2.79044, 9.64145, 0.00879, 0.07781, 0.03677
1265, 53206, 34.43791, 41.99994, 52.16781, 26.92697, -0.61411, 2.65996, 9.64145, 0.00826, 0.07847, 0.03291
1266, 53246, 34.43791, 41.99994, 52.16781, 26.92697, -0.83318, 2.74615, 9.50019, 0.01013, 0.08220, 0.03531
1267, 53289, 34.43791, 41.99994, 52.16781, 26.92697, -0.77333, 2.57377, 9.57800, 0.01013, 0.08140, 0.03504
1268, 53329, 34.43791, 41.99994, 52.16781, 26.92697, -0.72305, 2.63242, 9.72644, 0.00560, 0.07967, 0.03064
1269, 53369, 34.43791, 41.99994, 52.11671, 26.92697, -0.87388, 2.54623, 9.60314, 0.01013, 0.08247, 0.03211
1270, 53409, 34.43791, 41.99994, 52.16781, 26.92697, -0.87628, 2.56658, 9.60434, 0.00959, 0.08087, 0.03597
1271, 53449, 34.43791, 41.99994, 52.16781, 26.92697, -0.71467, 2.63003, 9.63427, 0.00919, 0.08021, 0.03371
1272, 53492, 34.43791, 41.99994, 52.16781, 26.92697, -0.80206, 2.58813, 9.56723, 0.00813, 0.08021, 0.03304
1273, 53532, 34.43791, 41.99994, 52.11671, 26.92697, -0.79368, 2.66834, 9.62230, 0.00773, 0.08167, 0.03544
1274, 53572, 34.43791, 41.99994, 52.16781, 26.92697, -0.73622, 2.64559, 9.55406, 0.00799, 0.08154, 0.03491
1275, 53612, 34.43791, 41.99994, 52.16781, 26.92697, -0.83438, 2.62405, 9.59357, 0.00799, 0.07581, 0.03624
1276, 53655, 34.43791, 41.99994, 52.16781, 26.92697, -0.75657, 2.65876, 9.69293, 0.00946, 0.07887, 0.03544
1277, 53695, 34.43791, 41.99994, 52.16781, 26.92697, -0.74819, 2.65158, 9.55885, 0.00973, 0.08060, 0.03291
1278, 53735, 34.43791, 41.99994, 52.16781, 26.92697, -0.76614, 2.68151, 9.57202, 0.00893, 0.07967, 0.03091
1279, 53775, 34.43791, 41.99994, 52.16781, 26.92697, -0.81163, 2.68031, 9.58519, 0.00640, 0.08074, 0.03251
1280, 53815, 34.43791, 41.99994, 52.11671, 26.92697, -0.81882, 2.76770, 9.65701, 0.00746, 0.08234, 0.03477
1281, 53858, 34.43791, 41.99994, 52.16781, 26.92697, -0.77931, 2.70665, 9.59117, 0.00733, 0.07874, 0.03424
1282, 53898, 34.43791, 41.99994, 52.11671, 26.92697, -0.70270, 2.67313, 9.61152, 0.00826, 0.08007, 0.03331
1283, 53938, 34.43791, 41.99994, 52.16781, 26.92697, -0.83079, 0.11253, 3.67510, -0.06355, 0.22583, 0.03384
1284, 53978, 34.43791, 41.99994, 52.16781, 26.92697, -1.12647, 2.63841, 10.83137, -0.03784, 0.11258, 0.02611
1285, 54018, 34.43791, 41.99994, 52.16781, 26.92697, -0.77213, 2.64320, 9.34457, 0.00493, 0.08234, 0.03477
1286, 54061, 34.43791, 41.99994, 52.16781, 26.92697, -0.78769, 2.68749, 9.79348, 0.00493, 0.08340, 0.03291
1287, 54101, 34.43791, 41.99994, 52.16781, 26.92697, -0.77333, 2.65876, 9.51336, 0.00679, 0.08620, 0.03211
1288, 54141, 34.43791, 41.99994, 52.16781, 26.92697, -0.70988, 2.65038, 9.56843, 0.00560, 0.08180, 0.03277
1289, 54181, 34.43791, 41.99994, 52.16781, 26.92697, 0.24062, 3.74333, 10.87087, 0.07794, 0.05369, 0.03411
1290, 54224, 34.43791, 41.99994, 52.16781, 26.92697, -0.62130, 2.71502, 9.14824, 0.03064, 0.07048, 0.03611
1291, 54264, 34.43791, 41.99994, 52.11671, 26.92697, -1.01394, 2.62883, 9.87129, -0.03864, 0.08740, 0.03277
1292, 54304, 34.43791, 41.99994, 52.16781, 26.92697, -0.78530, 2.81917, 9.41520, 0.01519, 0.07914, 0.03357
1293, 54344, 34.43791, 41.99994, 52.16781, 26.92697, -0.95888, 2.90417, 10.32140, -0.09713, 0.12311, 0.02318
1294, 54384, 34.43791, 41.99994, 52.16781, 26.92697, -0.38906, 1.58017, 6.64391, 0.11644, 0.12444, 0.05276
1295, 54427, 34.43791, 41.99994, 52.16781, 26.92697, -0.66200, 2.55102, 9.53371, 0.01252, 0.06289, 0.03744
1296, 54467, 34.43791, 41.99994, 52.16781, 26.92697, -0.86790, 2.63242, 9.79228, 0.00520, 0.08487, 0.03411
1297, 54507, 34.43791, 41.99994, 52.16781, 26.92697, -0.89184, 2.68270, 10.95946, -0.04010, 0.09300, 0.02931
1298, 54547, 34.43791, 41.99994, 52.11671, 26.92697, -0.61052, 2.67432, 9.20930, 0.01559, 0.07354, 0.03611
1299, 54587, 34.43791, 41.99994, 52.16781, 26.92697, -0.64643, 2.79164, 10.65420, -0.02345, 0.07141, 0.02944
1300, 54639, 34.43791, 41.99994, 52.16781, 26.92697, -1.50116, 1.97641, 8.75081, 0.01825, 0.03211, 0.03664
1301, 54680, 34.43791, 41.99994, 52.16781, 26.92697, -1.15401, 2.81917, 10.44710, 0.03091, 0.06995, 0.03371
1302, 54721, 34.43791, 41.99994, 52.16781, 26.92697, -0.62130, 3.30160, 9.77193, -0.00440, 0.07088, 0.03131
1303, 54762, 34.43791, 41.99994, 52.16781, 26.92697, -0.74340, 2.70545, 9.76595, 0.02038, 0.06808, 0.03664
1304, 54803, 34.43791, 41.99994, 52.16781, 26.92697, -0.83677, 2.61806, 9.56843, 0.00839, 0.07981, 0.03491
1305, 54847, 34.43791, 41.99994, 52.16781, 26.92697, -0.59376, 2.50553, 11.32817, -0.06728, 0.07874, 0.02904
1306, 54888, 34.43791, 41.99994, 52.16781, 26.92697, -0.69671, 2.67193, 8.90763, 0.02785, 0.08780, 0.03331
1307, 54929, 34.43791, 41.99994, 52.16781, 26.92697, -0.90740, 2.51990, 10.09515, 0.00266, 0.07461, 0.03557
1308, 54970, 34.43791, 41.99994, 52.16781, 26.92697, -0.90261, 2.68151, 9.67976, 0.00786, 0.08314, 0.03451
1309, 55014, 34.43791, 41.99994, 52.16781, 26.92697, -0.84396, 2.71742, 9.62230, 0.00320, 0.08047, 0.03517
1310, 55055, 34.43791, 41.99994, 52.11671, 26.92697, -0.74699, 2.65996, 9.61990, 0.01013, 0.08167, 0.03371
1311, 55096, 34.43791, 41.99994, 52.16781, 26.92697, -0.84515, 2.68869, 9.61751, 0.00493, 0.08034, 0.03411
1312, 55137, 34.43791, 41.99994, 52.16781, 26.92697, -0.76495, 2.69467, 9.68215, 0.00613, 0.07914, 0.03504
1313, 55178, 34.43791, 41.99994, 52.16781, 26.92697, -0.79368, 2.69108, 9.64145, 0.00759, 0.07981, 0.03424
1314, 55222, 34.43791, 41.99994, 52.16781, 26.92697, -0.77333, 2.65397, 9.67377, 0.00746, 0.08074, 0.03437
1315, 55263, 34.43791, 41.99994, 52.11671, 26.92697, -0.65721, 2.63602, 9.39724, 0.01545, 0.07368, 0.03611
1316, 55304, 34.43791, 41.99994, 52.16781, 26.92697, -0.84755, 2.91853, 9.67257, 0.01372, 0.07741, 0.03344
1317, 55345, 34.43791, 41.99994, 52.16781, 26.92697, -0.70868, 2.83114, 9.50977, 0.01545, 0.07767, 0.03344
1318, 55386, 34.43791, 41.99994, 52.11671, 26.92697, -0.75058, 2.69587, 9.66539, 0.00466, 0.08220, 0.03464
1319, 55430, 34.43791, 41.99994, 52.16781, 26.92697, -0.78530, 2.68270, 9.62349, 0.00853, 0.08060, 0.03437
1320, 55471, 34.43791, 41.99994, 52.16781, 26.92697, -0.78410, 2.59172, 9.58998, 0.00986, 0.08167, 0.03397
1321, 55512, 34.43791, 41.99994, 52.16781, 26.92697, -0.75058, 2.66594, 9.52773, 0.00946, 0.07967, 0.03331
1322, 55553, 34.43791, 41.99994, 52.16781, 26.92697, -0.77333, 2.62524, 9.64744, 0.00653, 0.08247, 0.03517
1323, 55594, 34.43791, 41.99994, 52.11671, 26.92697, -0.82720, 2.70904, 9.62828, 0.00746, 0.07847, 0.03344
1324, 55638, 34.43791, 41.99994, 52.16781, 26.92697, -0.77093, 2.56060, 9.58160, -0.01612, 0.08394, 0.03331
1325, 55679, 34.43791, 41.99994, 52.16781, 26.92697, -0.70868, 2.64440, 9.55526, 0.00453, 0.08047, 0.03464
1326, 55720, 34.43791, 41.99994, 52.16781, 26.92697, -0.69791, 2.83354, 9.83299, 0.00080, 0.08394, 0.03437
1327, 55761, 34.43791, 41.99994, 52.16781, 26.92697, -0.78051, 2.60010, 9.62708, 0.00400, 0.08234, 0.03291
1328, 55805, 34.43791, 41.99994, 52.16781, 26.92697, -0.75298, 2.69707, 9.53012, 0.00613, 0.08087, 0.03384
1329, 55846, 34.43791, 41.99994, 52.11671, 26.92697, -0.74939, 2.65517, 9.63187, 0.00719, 0.08247, 0.03517
1330, 55895, 34.43791, 41.99994, 52.16781, 26.92697, -0.79248, 2.66594, 9.66300, 0.00600, 0.08167, 0.03238
1331, 55936, 34.43791, 41.99994, 52.11671, 26.92697, -0.73023, 2.64918, 9.65222, 0.00706, 0.08194, 0.03384
1332, 55977, 34.43791, 41.99994, 52.16781, 26.92697, -0.77812, 2.61926, 9.58160, 0.00919, 0.07954, 0.03344
1333, 56021, 34.43791, 41.99994, 52.16781, 26.92697, -0.77572, 2.65517, 9.62230, 0.01106, 0.07821, 0.03317
1334, 56062, 34.43791, 41.99994, 52.16781, 26.92697, -0.74579, 2.60250, 9.50019, 0.01426, 0.07701, 0.03491
1335, 56103, 34.43791, 41.99994, 52.16781, 26.92697, -0.78051, 2.58933, 9.60314, 0.00866, 0.07714, 0.03557
1336, 56144, 34.43791, 41.99994, 52.16781, 26.92697, -0.82241, 2.57736, 9.67377, 0.00879, 0.08021, 0.03531
1337, 56185, 34.43791, 41.99994, 52.16781, 26.92697, -0.78889, 2.54982, 9.70609, 0.00879, 0.07821, 0.03411
1338, 56239, 34.43791, 41.99994, 52.11671, 26.92697, -0.79128, 2.63003, 9.70370, 0.00546, 0.08007, 0.03491
1339, 56280, 34.43791, 42.05104, 52.16781, 26.92697, -0.70749, 2.74376, 9.49660, 0.00719, 0.08034, 0.03491
1340, 56321, 34.43791, 42.05104, 52.16781, 26.92697, -0.72903, 2.90776, 9.62230, 0.00693, 0.08367, 0.03304
1341, 56362, 34.43791, 42.05104, 52.16781, 26.92697, -0.77692, 2.76770, 9.51575, 0.00613, 0.07874, 0.03304
1342, 56406, 34.43791, 41.99994, 52.16781, 26.92697, -0.69911, 2.74376, 9.53730, 0.00373, 0.08074, 0.03424
1343, 56447, 34.43791, 41.99994, 52.16781, 26.92697, -0.80086, 2.71862, 9.67257, 0.00640, 0.07941, 0.03238
1344, 56488, 34.43791, 41.99994, 52.16781, 26.92697, -0.77093, 2.61088, 9.60075, 0.01106, 0.07821, 0.03464
1345, 56529, 34.43791, 41.99994, 52.16781, 26.92697, -0.80086, 2.59531, 9.64025, 0.01199, 0.07834, 0.03331
1346, 56570, 34.43791, 41.99994, 52.11671, 26.92697, -0.79009, 2.58215, 9.79947, 0.01239, 0.07674, 0.03571
1347, 56615, 34.43791, 41.99994, 52.16781, 26.92697, -0.78051, 2.52229, 9.48343, 0.00946, 0.07861, 0.03451
1348, 56656, 34.43791, 41.99994, 52.16781, 26.92697, -0.74220, 2.62165, 9.66180, 0.00919, 0.07661, 0.03264
1349, 56697, 34.43791, 41.99994, 52.16781, 26.92697, -0.69432, 2.61088, 9.56603, 0.00853, 0.07994, 0.03424
1350, 56738, 34.43791, 41.99994, 52.16781, 26.92697, -0.72664, 2.70904, 9.52294, 0.00560, 0.08287, 0.03251
1351, 56779, 34.43791, 41.99994, 52.16781, 26.92697, -0.82121, 2.76889, 9.71328, 0.00266, 0.08407, 0.03144
1352, 56824, 34.43791, 41.99994, 52.16781, 26.92697, -0.85473, 2.81917, 9.60195, 0.00959, 0.07954, 0.03531
1353, 56865, 34.43791, 41.99994, 52.16781, 26.92697, -0.65481, 2.62285, 9.52773, 0.00733, 0.07661, 0.03517
1354, 56906, 34.43791, 41.99994, 52.16781, 26.92697, -0.81762, 2.47560, 9.65701, 0.00679, 0.08180, 0.03331
1355, 56947, 34.43791, 41.99994, 52.16781, 26.92697, -0.89304, 2.52708, 9.73004, 0.00853, 0.07941, 0.03730
1356, 56988, 34.43791, 41.99994, 52.16781, 26.92697, -0.76016, 2.46483, 9.53132, 0.00360, 0.08034, 0.03384
1357, 57033, 34.43791, 41.99994, 52.16781, 26.92697, -0.73023, 2.80960, 9.79827, 0.01319, 0.07394, 0.03424
1358, 57074, 34.43791, 42.05104, 52.16781, 26.92697, -0.86072, 2.68749, 9.44991, 0.00986, 0.07847, 0.03784
1359, 57115, 34.48900, 42.05104, 52.16781, 26.92697, -0.72664, 2.70784, 9.46667, 0.00506, 0.08300, 0.03477
1360, 57156, 34.43791, 41.99994, 52.16781, 26.92697, -0.73981, 2.75094, 9.72644, 0.00573, 0.08314, 0.03064
1361, 57201, 34.43791, 42.05104, 52.16781, 26.92697, -0.79727, 2.71742, 9.56843, 0.00733, 0.08460, 0.03251
1362, 57242, 34.43791, 41.99994, 52.16781, 26.92697, -0.73023, 2.52828, 9.13388, -0.00067, 0.08274, 0.03291
1363, 57283, 34.43791, 41.99994, 52.16781, 26.92697, -0.88945, 2.77009, 10.18493, 0.00799, 0.08380, 0.03251
1364, 57324, 34.43791, 41.99994, 52.16781, 26.92697, -0.78769, 2.55581, 9.62110, 0.01812, 0.07794, 0.03677
1365, 57365, 34.43791, 41.99994, 52.16781, 26.92697, -0.68953, 2.56299, 9.16620, 0.00346, 0.08300, 0.03357
1366, 57410, 34.43791, 41.99994, 52.16781, 26.92697, -0.85114, 2.77488, 9.64145, 0.00586, 0.07874, 0.03544
1367, 57451, 34.43791, 41.99994, 52.16781, 26.92697, -0.78530, 2.70186, 9.88446, 0.01066, 0.07647, 0.03904
1368, 57492, 34.43791, 41.99994, 52.11671, 26.92697, -0.79368, 2.55342, 9.48463, 0.00733, 0.08074, 0.03677
1369, 57533, 34.43791, 41.99994, 52.16781, 26.92697, -0.73622, 2.57257, 9.55047, 0.00746, 0.07727, 0.03557
1370, 57574, 34.43791, 41.99994, 52.11671, 26.92697, -0.82121, 2.69348, 9.61392, 0.00906, 0.08167, 0.03331
1371, 57618, 34.43791, 41.99994, 52.16781, 26.92697, -0.81523, 2.68989, 9.73722, 0.00506, 0.08060, 0.03424
1372, 57659, 34.43791, 41.99994, 52.16781, 26.92697, -0.76016, 2.56419, 9.66060, 0.00826, 0.08434, 0.03211
1373, 57700, 34.43791, 41.99994, 52.16781, 26.92697, -0.74220, 2.57856, 9.63546, 0.01519, 0.07408, 0.03611
1374, 57741, 34.43791, 41.99994, 52.16781, 26.92697, -0.76495, 2.61686, 9.56843, 0.01998, 0.07554, 0.03864
1375, 57782, 34.43791, 41.99994, 52.16781, 26.92697, -0.84635, 2.58933, 9.64744, 0.01119, 0.07621, 0.03637
1376, 57836, 34.43791, 41.99994, 52.16781, 26.92697, -0.74579, 2.62165, 9.19493, 0.00773, 0.07954, 0.03437
1377, 57875, 34.43791, 41.99994, 52.16781, 26.92697, -0.76255, 2.85628, 9.58998, -0.00240, 0.08314, 0.03331
1378, 57915, 34.43791, 41.99994, 52.16781, 26.92697, -0.65362, 2.91374, 9.73243, 0.02758, 0.07368, 0.03517
1379, 57955, 34.43791, 41.99994, 52.16781, 26.92697, -0.76974, 2.64799, 9.48343, 0.01732, 0.07488, 0.03504
1380, 57998, 34.43791, 41.99994, 52.11671, 26.92697, -0.72544, 2.86706, 9.49421, -0.00107, 0.07834, 0.03291
1381, 58038, 34.43791, 41.99994, 52.11671, 26.92697, -0.59376, 3.08972, 9.05487, 0.01332, 0.07901, 0.03517
1382, 58078, 34.43791, 41.94885, 52.16781, 26.92697, -0.88107, 2.62165, 9.70849, 0.00373, 0.08087, 0.02984
1383, 58118, 34.38681, 41.89775, 52.16781, 26.92697, -0.84994, 2.75692, 10.13585, 0.00746, 0.07994, 0.03251
1384, 58158, 34.43791, 41.94885, 52.16781, 26.92697, -0.75896, 2.50912, 9.57322, 0.01825, 0.08007, 0.03411
1385, 58201, 34.43791, 41.94885, 52.16781, 26.92697, -0.73143, 2.40019, 9.29549, 0.00679, 0.07674, 0.03304
1386, 58241, 34.43791, 41.94885, 52.11671, 26.92697, -0.86670, 2.48039, 9.90002, 0.00959, 0.07767, 0.03584
1387, 58281, 34.43791, 41.99994, 52.16781, 26.92697, -0.74101, 2.46244, 9.92516, 0.01239, 0.07741, 0.03544
1388, 58321, 34.43791, 41.99994, 52.16781, 26.92697, -0.77093, 2.50314, 9.50977, 0.01852, 0.07901, 0.03477
1389, 58361, 34.43791, 41.99994, 52.16781, 26.92697, -0.73981, 2.50194, 9.27993, 0.00813, 0.07914, 0.03451
1390, 58404, 34.43791, 41.94885, 52.16781, 26.92697, -0.74819, 2.74136, 9.81742, 0.01026, 0.07674, 0.03531
1391, 58444, 34.43791, 41.94885, 52.16781, 26.92697, -0.84276, 2.72221, 9.83538, 0.00786, 0.08234, 0.03437
1392, 58484, 34.43791, 41.94885, 52.11671, 26.92697, -0.73741, 2.72101, 9.63546, 0.00773, 0.08074, 0.03517
1393, 58524, 34.43791, 41.94885, 52.16781, 26.92697, -0.74340, 2.84431, 9.68574, 0.00973, 0.08047, 0.03411
1394, 58564, 34.43791, 41.94885, 52.11671, 26.92697, -0.74819, 2.85748, 9.51216, 0.01186, 0.07887, 0.03371
1395, 58607, 34.43791, 41.94885, 52.11671, 26.92697, -0.71108, 2.72221, 9.43076, 0.00799, 0.07994, 0.03557
1396, 58647, 34.43791, 41.94885, 52.11671, 26.92697, -0.68953, 2.69108, 9.68574, 0.00293, 0.08407, 0.03171
1397, 58687, 34.43791, 41.94885, 52.16781, 26.92697, -0.79248, 2.61207, 9.57920, 0.00320, 0.08074, 0.03544
1398, 58727, 34.43791, 41.94885, 52.16781, 26.92697, -0.72903, 2.70784, 9.53491, 0.01212, 0.07794, 0.03717
1399, 58770, 34.43791, 41.94885, 52.16781, 26.92697, -0.74819, 2.68629, 9.55167, 0.00773, 0.07927, 0.03477
1400, 58810, 34.43791, 41.94885, 52.16781, 26.92697, -0.71826, 2.69228, 9.59716, 0.01159, 0.07714, 0.03251
1401, 58850, 34.43791, 41.94885, 52.11671, 26.92697, -0.76375, 2.66235, 9.44273, 0.00999, 0.07994, 0.03437
1402, 58890, 34.43791, 41.94885, 52.16781, 26.92697, -0.79607, 2.70784, 9.60195, 0.00719, 0.08154, 0.03504
1403, 58930, 34.38681, 41.94885, 52.16781, 26.92697, -0.71946, 2.71622, 9.67976, 0.00853, 0.07927, 0.03331
1404, 58973, 34.38681, 41.94885, 52.11671, 26.92697, -0.72425, 2.65637, 9.61152, 0.00786, 0.08247, 0.03224
1405, 59013, 34.38681, 41.94885, 52.11671, 26.92697, -0.72903, 2.71502, 9.55167, 0.00786, 0.08154, 0.03411
1406, 59053, 34.38681, 41.94885, 52.11671, 26.92697, -0.77812, 2.78685, 9.59716, 0.00533, 0.07981, 0.03224
1407, 59093, 34.38681, 41.94885, 52.16781, 26.92697, -0.70988, 2.67672, 9.55885, 0.00306, 0.07887, 0.03397
1408, 59133, 34.33572, 41.89775, 52.11671, 26.92697, -0.75178, 2.79403, 9.98741, 0.00719, 0.07807, 0.03437
1409, 59176, 34.33572, 41.89775, 52.11671, 26.92697, -0.75537, 2.46962, 9.46308, 0.00786, 0.07874, 0.03531
1410, 59216, 34.33572, 41.89775, 52.11671, 26.92697, -0.76974, 2.46244, 9.55406, 0.00853, 0.07967, 0.03344
1411, 59256, 34.33572, 41.89775, 52.11671, 26.92697, -0.80565, 2.96043, 10.05684, 0.01239, 0.07528, 0.03557
1412, 59296, 34.38681, 41.94885, 52.11671, 26.92697, -0.60094, 2.26970, 8.89326, 0.00999, 0.08340, 0.03357
1413, 59336, 34.33572, 41.94885, 52.11671, 26.92697, -0.79248, 2.61806, 9.73123, -0.00480, 0.07981, 0.03344
1414, 59388, 34.33572, 41.89775, 52.11671, 26.92697, -0.77093, 2.63123, 9.77553, 0.01452, 0.07967, 0.03477
1415, 59429, 34.33572, 41.94885, 52.11671, 26.92697, -0.63566, 2.58334, 9.26915, 0.00466, 0.08354, 0.03464
1416, 59470, 34.33572, 41.94885, 52.11671, 26.92697, -0.74579, 2.70545, 9.74081, 0.00719, 0.08021, 0.03531
1417, 59511, 34.33572, 41.94885, 52.16781, 26.92697, -0.73622, 2.60130, 9.87129, 0.01119, 0.08487, 0.03344
1418, 59555, 34.38681, 41.94885, 52.11671, 26.92697, -0.77572, 2.59771, 9.26795, 0.00826, 0.07994, 0.03291
1419, 59596, 34.38681, 41.94885, 52.11671, 26.92697, -0.83797, 2.82516, 9.42238, 0.00640, 0.07687, 0.03544
1420, 59637, 34.33572, 41.89775, 52.11671, 26.92697, -0.73622, 2.89459, 9.89404, 0.00719, 0.07834, 0.03531
1421, 59678, 34.33572, 41.89775, 52.16781, 26.92697, -0.69432, 2.85149, 9.75517, 0.01026, 0.07461, 0.03624
1422, 59719, 34.33572, 41.94885, 52.11671, 26.92697, -0.67157, 2.60729, 9.45231, 0.01106, 0.07967, 0.03651
1423, 59763, 34.33572, 41.94885, 52.11671, 26.92697, -0.71587, 2.70545, 9.60554, 0.01292, 0.08021, 0.03384
1424, 59804, 34.33572, 41.94885, 52.16781, 26.92697, -0.81163, 2.66594, 9.60075, 0.01399, 0.08247, 0.03184
1425, 59845, 34.33572, 41.94885, 52.16781, 26.92697, -0.80804, 2.72460, 9.34337, 0.00626, 0.07807, 0.03557
