index, elapse_time, susp_fl, susp_fr, susp_rl, susp_rr, acc_x, acc_y, acc_z, rot_x, rot_y, rot_z
30130, 1539757, 33.21163, 39.70067, 52.11671, 28.25543, 108.35678, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30131, 1539816, 33.21163, 39.70067, 52.11671, 28.25543, -65.71126, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30132, 1539879, 33.16054, 39.70067, 52.11671, 28.25543, 74.03829, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30133, 1539938, 33.21163, 39.70067, 52.11671, 28.25543, -101.25558, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30134, 1539997, 33.21163, 39.70067, 52.11671, 28.25543, 39.71981, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30135, 1540056, 33.21163, 39.70067, 52.11671, 28.25543, -135.57407, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30136, 1540119, 33.21163, 39.70067, 52.11671, 28.25543, 5.40132, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30137, 1540178, 33.21163, 39.70067, 52.11671, 28.25543, 142.69443, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30138, 1540237, 33.21163, 39.70067, 52.11671, 28.25543, -31.37362, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30139, 1540296, 33.16054, 39.70067, 52.11671, 28.25543, 108.37593, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30140, 1540355, 33.21163, 39.70067, 52.11671, 28.25543, -65.69211, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30141, 1540418, 33.21163, 39.70067, 52.11671, 28.25543, 74.05745, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30142, 1540477, 33.21163, 39.70067, 52.11671, 28.25543, -101.23643, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30143, 1540536, 33.21163, 39.70067, 52.11671, 28.25543, 39.73896, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30144, 1540595, 33.21163, 39.70067, 52.11671, 28.25543, -135.55492, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30145, 1540658, 33.21163, 39.70067, 52.11671, 28.25543, 5.42047, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30146, 1540717, 33.21163, 39.70067, 52.11671, 28.25543, 142.71358, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30147, 1540776, 33.21163, 39.70067, 52.11671, 28.25543, -31.35447, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30148, 1540835, 33.21163, 39.70067, 52.11671, 28.25543, 108.39509, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30149, 1540894, 33.21163, 39.70067, 52.11671, 28.25543, -65.67295, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30150, 1540957, 33.21163, 39.70067, 52.11671, 28.25543, 74.07660, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30151, 1541016, 33.21163, 39.70067, 52.11671, 28.25543, -101.21727, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30152, 1541075, 33.21163, 39.70067, 52.11671, 28.25543, 39.75811, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30153, 1541134, 33.21163, 39.70067, 52.11671, 28.25543, -135.53575, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30154, 1541207, 33.21163, 39.70067, 52.11671, 28.25543, 5.43963, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30155, 1541265, 33.21163, 39.70067, 52.11671, 28.25543, 142.73273, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30156, 1541323, 33.21163, 39.70067, 52.11671, 28.25543, -31.33531, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30157, 1541381, 33.21163, 39.70067, 52.11671, 28.25543, 108.41424, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30158, 1541439, 33.21163, 39.70067, 52.11671, 28.25543, -65.65380, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30159, 1541500, 33.21163, 39.70067, 52.11671, 28.25543, 74.09576, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30160, 1541558, 33.21163, 39.70067, 52.11671, 28.25543, -101.19812, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30161, 1541616, 33.21163, 39.70067, 52.11671, 28.25543, 39.77727, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30162, 1541674, 33.21163, 39.70067, 52.11671, 28.25543, -135.51660, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30163, 1541735, 33.21163, 39.70067, 52.11671, 28.25543, 5.45878, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30164, 1541793, 33.21163, 39.70067, 52.11671, 28.25543, 142.75188, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30165, 1541851, 33.21163, 39.70067, 52.11671, 28.25543, -31.31616, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30166, 1541909, 33.21163, 39.70067, 52.11671, 28.25543, 108.43340, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30167, 1541967, 33.21163, 39.70067, 52.11671, 28.25543, -65.63464, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30168, 1542028, 33.21163, 39.70067, 52.11671, 28.25543, 74.11491, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30169, 1542086, 33.21163, 39.70067, 52.11671, 28.25543, -101.17896, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30170, 1542144, 33.21163, 39.70067, 52.11671, 28.25543, 39.79642, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30171, 1542202, 33.21163, 39.70067, 52.11671, 28.25543, -135.49745, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30172, 1542263, 33.21163, 39.70067, 52.11671, 28.25543, 5.47793, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30173, 1542321, 33.21163, 39.70067, 52.11671, 28.25543, 142.77104, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30174, 1542379, 33.21163, 39.70067, 52.11671, 28.25543, -31.29700, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30175, 1542437, 33.21163, 39.70067, 52.11671, 28.25543, 108.45255, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30176, 1542495, 33.21163, 39.70067, 52.11671, 28.25543, -65.61549, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30177, 1542556, 33.21163, 39.70067, 52.11671, 28.25543, 74.13406, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30178, 1542614, 33.21163, 39.70067, 52.11671, 28.25543, -101.15981, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30179, 1542672, 33.21163, 39.70067, 52.11671, 28.25543, 39.81557, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30180, 1542730, 33.21163, 39.70067, 52.11671, 28.25543, -135.47830, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30181, 1542791, 33.21163, 39.70067, 52.11671, 28.25543, 5.49709, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30182, 1542849, 33.21163, 39.70067, 52.11671, 28.25543, 142.79019, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30183, 1542907, 33.21163, 39.70067, 52.11671, 28.25543, -31.27785, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30184, 1542965, 33.21163, 39.70067, 52.11671, 28.25543, 108.47170, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30185, 1543023, 33.21163, 39.70067, 52.11671, 28.25543, -65.59634, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30186, 1543084, 33.21163, 39.70067, 52.11671, 28.25543, 74.15321, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30187, 1543152, 33.21163, 39.70067, 52.11671, 28.25543, -101.14066, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30188, 1543210, 33.21163, 39.70067, 52.11671, 28.25543, 39.83473, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30189, 1543268, 33.21163, 39.70067, 52.11671, 28.25543, -135.45914, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30190, 1543339, 33.21163, 39.70067, 52.11671, 28.25543, 5.51624, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30191, 1543398, 33.21163, 39.70067, 52.11671, 28.25543, 142.80934, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30192, 1543457, 33.21163, 39.70067, 52.11671, 28.25543, -31.25870, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30193, 1543516, 33.21163, 39.70067, 52.11671, 28.25543, 108.49085, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30194, 1543575, 33.21163, 39.70067, 52.11671, 28.25543, -65.57719, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30195, 1543637, 33.21163, 39.70067, 52.11671, 28.25543, 74.17237, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30196, 1543696, 33.21163, 39.70067, 52.11671, 28.25543, -101.12151, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30197, 1543755, 33.21163, 39.70067, 52.11671, 28.25543, 39.85388, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30198, 1543814, 33.21163, 39.70067, 52.11671, 28.25543, -135.43999, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30199, 1543877, 33.21163, 39.70067, 52.11671, 28.25543, 5.53539, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30200, 1543936, 33.21163, 39.70067, 52.11671, 28.25543, 142.82849, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30201, 1543995, 33.21163, 39.70067, 52.11671, 28.25543, -31.23954, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30202, 1544054, 33.21163, 39.70067, 52.11671, 28.25543, 108.51001, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30203, 1544113, 33.21163, 39.70067, 52.11671, 28.25543, -65.55803, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30204, 1544176, 33.21163, 39.70067, 52.11671, 28.25543, 74.19152, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30205, 1544235, 33.21163, 39.70067, 52.11671, 28.25543, -101.10235, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30206, 1544294, 33.21163, 39.70067, 52.11671, 28.25543, 39.87304, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30207, 1544353, 33.21163, 39.70067, 52.11671, 28.25543, -135.42084, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30208, 1544416, 33.21163, 39.70067, 52.11671, 28.25543, 5.55455, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30209, 1544475, 33.21163, 39.70067, 52.11671, 28.25543, 142.84766, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30210, 1544534, 33.21163, 39.70067, 52.11671, 28.25543, -31.22039, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30211, 1544593, 33.21163, 39.70067, 52.11671, 28.25543, 108.52916, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30212, 1544652, 33.21163, 39.70067, 52.11671, 28.25543, -65.53888, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30213, 1544715, 33.21163, 39.70067, 52.11671, 28.25543, 74.21068, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30214, 1544774, 33.21163, 39.70067, 52.11671, 28.25543, -101.08320, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30215, 1544833, 33.21163, 39.70067, 52.11671, 28.25543, 39.89219, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30216, 1544892, 33.21163, 39.70067, 52.11671, 28.25543, -135.40169, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30217, 1544955, 33.21163, 39.70067, 52.11671, 28.25543, 5.57370, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30218, 1545014, 33.21163, 39.70067, 52.11671, 28.25543, 142.86681, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30219, 1545073, 33.21163, 39.70067, 52.11671, 28.25543, -31.20124, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30220, 1545132, 33.21163, 39.70067, 52.11671, 28.25543, 108.54832, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30221, 1545191, 33.21163, 39.70067, 52.11671, 28.25543, -65.51972, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30222, 1545253, 33.21163, 39.70067, 52.11671, 28.25543, 74.22983, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30223, 1545312, 33.21163, 39.70067, 52.11671, 28.25543, -101.06404, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30224, 1545371, 33.21163, 39.70067, 52.11671, 28.25543, 39.91134, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30225, 1545430, 33.21163, 39.70067, 52.11671, 28.25543, -135.38252, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30226, 1545503, 33.21163, 39.70067, 52.11671, 28.25543, 5.59285, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30227, 1545562, 33.21163, 39.70067, 52.11671, 28.25543, 142.88596, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30228, 1545621, 33.21163, 39.70067, 52.11671, 28.25543, -31.18208, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30229, 1545680, 33.21163, 39.70067, 52.11671, 28.25543, 108.56747, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30230, 1545739, 33.21163, 39.70067, 52.11671, 28.25543, -65.50057, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30231, 1545802, 33.21163, 39.70067, 52.11671, 28.25543, 74.24899, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30232, 1545861, 33.21163, 39.70067, 52.11671, 28.25543, -101.04489, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30233, 1545920, 33.21163, 39.70067, 52.11671, 28.25543, 39.93050, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30234, 1545979, 33.21163, 39.70067, 52.11671, 28.25543, -135.36337, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30235, 1546042, 33.21163, 39.70067, 52.11671, 28.25543, 5.61201, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30236, 1546101, 33.21163, 39.70067, 52.11671, 28.25543, 142.90511, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30237, 1546160, 33.21163, 39.70067, 52.11671, 28.25543, -31.16293, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30238, 1546219, 33.21163, 39.70067, 52.11671, 28.25543, 108.58662, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30239, 1546278, 33.21163, 39.70067, 52.11671, 28.25543, -65.48141, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30240, 1546341, 33.21163, 39.70067, 52.11671, 28.25543, 74.26814, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30241, 1546400, 33.21163, 39.70067, 52.11671, 28.25543, -101.02573, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30242, 1546459, 33.21163, 39.70067, 52.11671, 28.25543, 39.94965, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30243, 1546518, 33.21163, 39.70067, 52.11671, 28.25543, -135.34422, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30244, 1546581, 33.21163, 39.70067, 52.11671, 28.25543, 5.63116, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30245, 1546640, 33.21163, 39.70067, 52.11671, 28.25543, 142.92427, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30246, 1546699, 33.21163, 39.70067, 52.11671, 28.25543, -31.14378, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30247, 1546758, 33.21163, 39.70067, 52.11671, 28.25543, 108.60577, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30248, 1546817, 33.21163, 39.70067, 52.11671, 28.25543, -65.46227, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30249, 1546880, 33.21163, 39.70067, 52.11671, 28.25543, 74.28729, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30250, 1546939, 33.21163, 39.70067, 52.11671, 28.25543, -101.00658, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30251, 1546998, 33.21163, 39.70067, 52.11671, 28.25543, 39.96880, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30252, 1547057, 33.21163, 39.70067, 52.11671, 28.25543, -135.32507, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30253, 1547120, 33.21163, 39.70067, 52.11671, 28.25543, 5.65032, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30254, 1547179, 33.21163, 39.70067, 52.11671, 28.25543, 142.94342, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30255, 1547238, 33.21163, 39.70067, 52.11671, 28.25543, -31.12462, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30256, 1547297, 33.21163, 39.70067, 52.11671, 28.25543, 108.62493, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30257, 1547356, 33.21163, 39.70067, 52.11671, 28.25543, -65.44311, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30258, 1547419, 33.21163, 39.70067, 52.11671, 28.25543, 74.30644, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30259, 1547478, 33.21163, 39.70067, 52.11671, 28.25543, -100.98743, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30260, 1547537, 33.21163, 39.70067, 52.11671, 28.25543, 39.98796, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30261, 1547596, 33.21163, 39.70067, 52.11671, 28.25543, -135.30591, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30262, 1547669, 33.21163, 39.70067, 52.11671, 28.25543, 5.66947, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30263, 1547727, 33.21163, 39.70067, 52.11671, 28.25543, 142.96257, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30264, 1547785, 33.21163, 39.70067, 52.11671, 28.25543, -31.10547, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30265, 1547843, 33.21163, 39.70067, 52.11671, 28.25543, 108.64408, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30266, 1547901, 33.21163, 39.70067, 52.11671, 28.25543, -65.42396, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30267, 1547962, 33.21163, 39.70067, 52.11671, 28.25543, 74.32560, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30268, 1548020, 33.21163, 39.70067, 52.11671, 28.25543, -100.96828, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30269, 1548078, 33.21163, 39.70067, 52.11671, 28.25543, 40.00711, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30270, 1548136, 33.21163, 39.70067, 52.11671, 28.25543, -135.28676, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30271, 1548197, 33.21163, 39.70067, 52.11671, 28.25543, 5.68862, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30272, 1548255, 33.21163, 39.70067, 52.11671, 28.25543, 142.98172, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30273, 1548313, 33.21163, 39.70067, 52.11671, 28.25543, -31.08632, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30274, 1548371, 33.21163, 39.70067, 52.11671, 28.25543, 108.66324, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30275, 1548429, 33.21163, 39.70067, 52.11671, 28.25543, -65.40480, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30276, 1548490, 33.21163, 39.70067, 52.11671, 28.25543, 74.34475, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30277, 1548548, 33.21163, 39.70067, 52.11671, 28.25543, -100.94912, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30278, 1548606, 33.21163, 39.70067, 52.11671, 28.25543, 40.02626, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30279, 1548664, 33.21163, 39.70067, 52.11671, 28.25543, -135.26761, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30280, 1548725, 33.21163, 39.70067, 52.11671, 28.25543, 5.70778, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30281, 1548783, 33.21163, 39.70067, 52.11671, 28.25543, 143.00089, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30282, 1548841, 33.21163, 39.70067, 52.11671, 28.25543, -31.06716, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30283, 1548899, 33.21163, 39.70067, 52.11671, 28.25543, 108.68239, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30284, 1548957, 33.21163, 39.70067, 52.11671, 28.25543, -65.38565, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30285, 1549018, 33.21163, 39.70067, 52.11671, 28.25543, 74.36391, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30286, 1549076, 33.21163, 39.70067, 52.11671, 28.25543, -100.92997, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30287, 1549134, 33.21163, 39.70067, 52.11671, 28.25543, 40.04542, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30288, 1549192, 33.21163, 39.70067, 52.11671, 28.25543, -135.24846, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30289, 1549253, 33.21163, 39.70067, 52.11671, 28.25543, 5.72693, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30290, 1549311, 33.21163, 39.70067, 52.11671, 28.25543, 143.02003, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30291, 1549369, 33.21163, 39.70067, 52.11671, 28.25543, -31.04801, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30292, 1549427, 33.21163, 39.70067, 52.11671, 28.25543, 108.70155, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30293, 1549485, 33.21163, 39.70067, 52.11671, 28.25543, -65.36649, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30294, 1549546, 33.21163, 39.70067, 52.11671, 28.25543, 74.38306, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30295, 1549604, 33.21163, 39.70067, 52.11671, 28.25543, -100.91081, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30296, 1549662, 33.21163, 39.70067, 52.11671, 28.25543, 40.06457, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30297, 1549720, 33.21163, 39.70067, 52.11671, 28.25543, -135.22929, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30298, 1549799, 33.21163, 39.70067, 52.11671, 28.25543, 5.74608, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30299, 1549858, 33.21163, 39.70067, 52.11671, 28.25543, 143.03918, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30300, 1549917, 33.21163, 39.70067, 52.11671, 28.25543, -31.02885, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30301, 1549976, 33.21163, 39.70067, 52.11671, 28.25543, 108.72070, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30302, 1550035, 33.21163, 39.70067, 52.11671, 28.25543, -65.34734, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30303, 1550097, 33.21163, 39.70067, 52.11671, 28.25543, 74.40221, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30304, 1550156, 33.21163, 39.70067, 52.11671, 28.25543, -100.89166, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30305, 1550215, 33.21163, 39.70067, 52.11671, 28.25543, 40.08372, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30306, 1550274, 33.21163, 39.70067, 52.11671, 28.25543, -135.21014, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30307, 1550337, 33.21163, 39.70067, 52.11671, 28.25543, 5.76524, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30308, 1550396, 33.21163, 39.70067, 52.11671, 28.25543, 143.05833, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30309, 1550455, 33.21163, 39.70067, 52.11671, 28.25543, -31.00970, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30310, 1550514, 33.21163, 39.70067, 52.11671, 28.25543, 108.73985, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30311, 1550573, 33.21163, 39.70067, 52.11671, 28.25543, -65.32819, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30312, 1550636, 33.21163, 39.70067, 52.11671, 28.25543, 74.42136, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30313, 1550695, 33.21163, 39.70067, 52.11671, 28.25543, -100.87251, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30314, 1550754, 33.21163, 39.70067, 52.11671, 28.25543, 40.10288, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30315, 1550813, 33.21163, 39.70067, 52.11671, 28.25543, -135.19099, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30316, 1550876, 33.21163, 39.70067, 52.11671, 28.25543, 5.78439, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30317, 1550935, 33.21163, 39.70067, 52.11671, 28.25543, 143.07750, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30318, 1550994, 33.21163, 39.70067, 52.11671, 28.25543, -30.99055, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30319, 1551053, 33.21163, 39.70067, 52.11671, 28.25543, 108.75900, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30320, 1551112, 33.21163, 39.70067, 52.11671, 28.25543, -65.30904, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30321, 1551175, 33.21163, 39.70067, 52.11671, 28.25543, 74.44052, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30322, 1551234, 33.21163, 39.70067, 52.11671, 28.25543, -100.85336, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30323, 1551293, 33.21163, 39.70067, 52.11671, 28.25543, 40.12203, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30324, 1551352, 33.21163, 39.70067, 52.11671, 28.25543, -135.17184, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30325, 1551415, 33.21163, 39.70067, 52.11671, 28.25543, 5.80354, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30326, 1551474, 33.21163, 39.70067, 52.11671, 28.25543, 143.09665, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30327, 1551533, 33.21163, 39.70067, 52.11671, 28.25543, -30.97139, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30328, 1551592, 33.21163, 39.70067, 52.11671, 28.25543, 108.77816, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30329, 1551651, 33.21163, 39.70067, 52.11671, 28.25543, -65.28988, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30330, 1551713, 33.21163, 39.70067, 52.11671, 28.25543, 74.45967, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30331, 1551772, 33.21163, 39.70067, 52.11671, 28.25543, -100.83420, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30332, 1551831, 33.21163, 39.70067, 52.11671, 28.25543, 40.14119, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
30333, 1551890, 33.21163, 39.70067, 52.11671, 28.25543, -135.15268, 62.51740, 6.12916, 6.54392, 0.03406, 28.41375
